ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-01-09T16:58:10Z,henwttch,"iOS 14.2 (iPhone11,8)",123149,US,108.204.107.107,unknown,Nothing Compares 2 U,Sinéad O'Connor,I Do Not Want What I Haven't Got,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,,,,trackdone,fwdbtn,True,,False,1610211365070,False
2019-03-15T17:11:37Z,henwttch,"iOS 12.1.2 (iPhone9,1)",79030,US,147.126.10.156,unknown,C'est Si Bon,Eartha Kitt,That Bad Eartha,spotify:track:3U69pCQwveSOn5bl9VAime,,,,trackdone,endplay,False,,False,1552664516867,False
2016-11-10T08:32:01Z,henwttch,"iOS 9.3.5 (iPhone8,1)",193573,US,66.87.77.93,unknown,Eres para Mí (with Anita Tijoux),Julieta Venegas,Realmente Lo Mejor,spotify:track:3ery34G6kWGWtYlFjc3eoK,,,,clickrow,trackdone,False,,False,0,False
2017-08-31T19:44:46Z,henwttch,"iOS 10.3.2 (iPhone8,1)",2461,US,143.195.39.107,unknown,Calabria 2008 (feat. Natasja),Enur,Raggatronic,spotify:track:0mwbc2AqVHIziVGg3syEI9,,,,clickrow,fwdbtn,True,,False,0,False
2021-03-26T05:27:56Z,henwttch,"iOS 14.4 (iPhone11,8)",254493,US,108.204.107.107,unknown,Darling Nikki,Prince,Purple Rain,spotify:track:0khi86hc79RfsRC0rrkkA2,,,,trackdone,trackdone,True,,False,1616736221159,False
2020-05-19T00:50:28Z,henwttch,"iOS 13.4.1 (iPhone11,8)",194160,US,166.175.188.39,unknown,The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,The Beatles,spotify:track:5Z3Rd1fMcaty8g5Pn7yhBQ,,,,trackdone,trackdone,True,,False,1589849233351,False
2017-08-01T21:49:47Z,henwttch,"iOS 10.3.2 (iPhone8,1)",223946,US,99.203.14.201,unknown,Garden Shed (feat. Estelle),"Tyler, The Creator",Flower Boy,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd,,,,trackdone,trackdone,False,,False,0,False
2020-05-15T17:47:41Z,henwttch,"iOS 13.4.1 (iPhone11,8)",212439,US,99.55.204.166,unknown,Pin,Grimes,Art Angels,spotify:track:4EbkpSxyWfJcpqzO2MzPz7,,,,trackdone,trackdone,True,,False,1589564646171,False
2022-05-10T22:29:40Z,henwttch,"iOS 15.4.1 (iPhone11,8)",100942,US,207.237.209.35,unknown,Emotion,Carly Rae Jepsen,Emotion,spotify:track:4VCHRpdNsRh1h1hm4gZoEV,,,,trackdone,unexpected-exit-while-paused,False,,False,1652221343027,False
2020-03-03T06:11:46Z,henwttch,"iOS 13.3.1 (iPhone11,8)",725,US,99.55.204.166,unknown,High Heels,Dorian Electra,High Heels,spotify:track:39VcGVCmRgpPdCtNdteHfw,,,,clickrow,endplay,False,,False,1583215905532,False
