ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-11-12T23:40:23Z,henwttch,"iOS 14.8.1 (iPhone11,8)",200501,US,207.237.209.35,unknown,Only Seeing God When I Come,Sega Bodega,Romeo,spotify:track:6AerqwCmIFR3qqiskGzsYA,,,,trackdone,trackdone,False,,False,1636760221909,True
2017-04-15T22:58:13Z,henwttch,"iOS 9.3.5 (iPhone8,1)",213106,US,24.1.237.116,unknown,Gives You Hell,The All-American Rejects,When The World Comes Down,spotify:track:6ihL9TjfRjadfEePzXXyVF,,,,trackdone,trackdone,True,,False,0,False
2022-06-27T22:17:48Z,henwttch,"iOS 15.5 (iPhone11,8)",238853,US,207.237.209.35,unknown,Navy Blue,MUNA,Saves The World,spotify:track:62fQs5LcdcyambpTxDnjmi,,,,trackdone,trackdone,True,,False,1656368028013,False
2020-01-07T22:41:29Z,henwttch,"iOS 13.3 (iPhone11,8)",194087,US,166.175.56.230,unknown,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:2Fxmhks0bxGSBdJ92vM42m,,,,fwdbtn,trackdone,True,,False,1578436696135,False
2022-05-24T00:22:34Z,henwttch,"iOS 15.4.1 (iPhone11,8)",1346,US,207.237.209.35,unknown,Wuthering Heights - 2018 Remaster,Kate Bush,The Kick Inside,spotify:track:4hRdaL1ZSGvPJNQezb0ejL,,,,fwdbtn,fwdbtn,True,,False,1653351752402,False
2016-08-06T03:21:30Z,henwttch,"iOS 9.3.4 (iPhone8,1)",197815,US,68.250.117.37,unknown,Cool Girl,Tove Lo,Cool Girl,spotify:track:6vJ0Fezf6Etha2C4H21FKO,,,,appload,trackdone,False,,False,0,False
2020-12-19T19:43:12Z,henwttch,"iOS 14.2 (iPhone11,8)",5224,US,108.204.107.107,unknown,Run-Time,Imogen Heap,Sparks (Deluxe Version),spotify:track:0i25ceFw9EqR3kTBqErNWC,,,,clickrow,endplay,False,,False,1608406986391,False
2016-09-16T06:26:07Z,henwttch,"iOS 9.3.5 (iPhone8,1)",534,US,66.87.77.200,unknown,TiK ToK,Kesha,Animal,spotify:track:5OMwQFBcte0aWFJFqrr5oj,,,,fwdbtn,fwdbtn,True,,False,0,False
2021-02-11T16:05:43Z,henwttch,"iOS 14.4 (iPhone11,8)",178280,US,166.175.189.121,unknown,Stay (I Missed You) - Acoustic,Lisa Loeb,The Purple Tape Interviews,spotify:track:5LSYxUF38sAXePii5kALIP,,,,trackdone,trackdone,True,,False,1613059364057,False
2014-07-31T19:31:19Z,henwttch,"iOS 7.1 (iPhone4,1)",13699,US,24.12.167.53,unknown,Don't,Ed Sheeran,x,spotify:track:1huvTbEYtgltjQRXzrNKGi,,,,,,False,True,False,0,False
2021-02-05T20:02:27Z,henwttch,"iOS 14.4 (iPhone11,8)",0,US,108.204.107.107,unknown,Enjoy,Björk,Post,spotify:track:6JQVN9gi04NCK1tiz0aQA1,,,,trackdone,unexpected-exit-while-paused,True,,False,1612550957288,False
2018-04-15T01:25:34Z,henwttch,"iOS 11.2.6 (iPhone9,1)",227040,US,99.203.14.159,unknown,Bad 4 Us,Superfruit,Future Friends,spotify:track:5ACLhZ2tV7NT18Eyct5sMP,,,,trackdone,trackdone,False,,False,1523755306993,False
2021-03-18T04:35:22Z,henwttch,"iOS 14.4 (iPhone11,8)",295937,US,108.204.107.107,unknown,Prologue,Ichiko Aoba,Windswept Adan,spotify:track:2jLnnjX5L6YwtbShPiz2ws,,,,clickrow,trackdone,True,,False,1616041824322,False
2020-10-05T02:58:15Z,henwttch,"iOS 13.7 (iPhone11,8)",238558,US,108.204.107.107,unknown,Below The Clavicle,Eartheater,Phoenix: Flames Are Dew Upon My Skin,spotify:track:7MyZeEm6keIU4vNypB8nxC,,,,trackdone,trackdone,False,,False,1601866319023,False
2021-10-17T05:44:26Z,henwttch,"iOS 14.7.1 (iPhone11,8)",208386,US,207.237.209.35,unknown,Cross You Out (feat. Sky Ferreira),Charli XCX,Charli,spotify:track:15IgHEkeO9gSqrKilaEh8b,,,,trackdone,trackdone,False,,False,1634449257422,False
2021-08-04T17:59:53Z,henwttch,"iOS 14.4 (iPhone11,8)",67808,US,207.237.209.35,unknown,If The Car Beside You Moves Ahead,James Blake,If The Car Beside You Moves Ahead,spotify:track:3YKAaNsQ9i5oiSPeDw5PxV,,,,trackdone,logout,True,,False,1628076442385,False
2021-07-25T06:18:43Z,henwttch,"iOS 14.4 (iPhone11,8)",11090,US,207.237.209.35,unknown,Happiness is a butterfly,Lana Del Rey,Norman Fucking Rockwell!,spotify:track:3lG6OtGDsYAOALxEmubQQm,,,,clickrow,endplay,False,,False,1627193912195,False
2019-12-09T21:22:56Z,henwttch,"iOS 13.1.3 (iPhone11,8)",138526,US,147.126.10.21,unknown,Partition - Homecoming Live,Beyoncé,HOMECOMING: THE LIVE ALBUM,spotify:track:1XTQkWboabpxxyR7iMKsEJ,,,,trackdone,trackdone,False,,False,1575926436888,False
2021-02-22T00:43:50Z,henwttch,"iOS 14.4 (iPhone11,8)",172324,US,108.204.107.107,unknown,positions,Ariana Grande,Positions,spotify:track:35mvY5S1H3J2QZyna3TFe0,,,,trackdone,trackdone,True,,False,1613954457326,False
2021-06-28T20:06:44Z,henwttch,"iOS 14.4 (iPhone11,8)",120426,US,207.237.209.35,unknown,King of Carrot Flowers Pt. 1,Neutral Milk Hotel,In the Aeroplane Over the Sea,spotify:track:5CU1bbfY1wUPm7fU255Dhf,,,,trackdone,trackdone,True,,False,1624910682921,False
2021-10-11T04:22:35Z,henwttch,"iOS 14.7.1 (iPhone11,8)",258920,US,207.237.209.35,unknown,Glass & Patron,FKA twigs,M3LL155X,spotify:track:3U6CPINSKmZJ09FtO9PgUa,,,,trackdone,trackdone,True,,False,1633925895483,False
2021-03-06T15:10:20Z,henwttch,"iOS 14.4 (iPhone11,8)",3818,US,108.204.107.107,unknown,The Big Sky - 2018 Remaster,Kate Bush,Hounds of Love,spotify:track:5JIahiVpnzRZWTR9jpjmr0,,,,clickrow,endplay,True,,False,1615043415628,False
2018-03-18T01:01:29Z,henwttch,"iOS 11.2.1 (iPhone9,1)",271088,US,99.203.142.134,unknown,The Louvre,Lorde,Melodrama,spotify:track:4YBDSEzVNQbvCvVIWNtruF,,,,trackdone,trackdone,False,,False,1521334615998,False
2016-10-12T15:12:58Z,henwttch,"iOS 9.3.5 (iPhone8,1)",121502,US,66.87.77.149,unknown,Older and Taller,Regina Spektor,Remember Us to Life,spotify:track:7rPecxfCG6AcgucZDDb60E,,,,trackdone,logout,True,,False,0,False
2020-04-18T01:14:49Z,henwttch,"iOS 13.3.1 (iPhone11,8)",148687,US,99.55.204.166,unknown,Simmer - Caroline Polachek Remix,Hayley Williams,Simmer,spotify:track:6PfRYKXnJAM0Wpvmh4mHId,,,,trackdone,fwdbtn,False,,False,1587172338649,False
2019-01-16T23:23:37Z,henwttch,"iOS 12.1.2 (iPhone9,1)",236506,US,147.126.10.153,unknown,A Lovely Night,Ryan Gosling,La La Land,spotify:track:4r9hiElqKWMPT4Z3vN2exq,,,,trackdone,trackdone,True,,False,1547680779941,False
2022-05-28T04:18:49Z,henwttch,"iOS 15.4.1 (iPhone11,8)",169868,US,207.237.209.35,unknown,Lunchbox Friends,Melanie Martinez,K-12,spotify:track:6viCrMdt8zgjOygIuJMC5X,,,,trackdone,trackdone,False,,False,1653711358699,False
2017-02-14T21:58:31Z,henwttch,"iOS 9.3.5 (iPhone8,1)",0,US,66.87.76.184,unknown,"My Neck, My Back",Khia,Thug Misses,spotify:track:3H6JUtLbiZh07T7GLiuTON,,,,fwdbtn,fwdbtn,True,,False,0,False
2016-09-16T04:45:21Z,henwttch,"iOS 9.3.5 (iPhone8,1)",1184,US,66.87.77.200,unknown,Disparate Youth,Santigold,Master of My Make-Believe,spotify:track:0t2QiRkpag0fAgs9zuCPlH,,,,fwdbtn,fwdbtn,True,,False,0,False
2020-02-15T23:18:17Z,henwttch,"iOS 13.3.1 (iPhone11,8)",283013,US,147.126.10.152,unknown,Teenage Headache Dreams (with Ellie Rowsell),Mura Masa,Teenage Headache Dreams (with Ellie Rowsell),spotify:track:5X8FVIy9iaXoDEiIlCjcmp,,,,clickrow,trackdone,False,,False,1581808415117,False
2016-11-18T06:19:02Z,henwttch,"iOS 9.3.5 (iPhone8,1)",3412,US,66.87.76.222,unknown,Meow,Anamanaguchi,Endless Fantasy,spotify:track:0Rx2P6lc1YIAvpalv5OL17,,,,fwdbtn,fwdbtn,True,,False,0,False
2020-02-19T18:29:11Z,henwttch,"iOS 13.3.1 (iPhone11,8)",12792,US,147.126.10.153,unknown,Dumb Bitch Juice,Alice Longyu Gao,Dumb Bitch Juice,spotify:track:3PIch19Ly5hNPPGf1PJefy,,,,trackdone,fwdbtn,False,,False,1582136936818,False
2022-05-04T20:54:00Z,henwttch,"iOS 15.4.1 (iPhone11,8)",296554,US,207.237.209.35,unknown,Billions,Caroline Polachek,Billions,spotify:track:4gsdYgnktO0jmKEVoL8kfm,,,,trackdone,trackdone,True,,False,1651697342534,False
2020-07-10T15:08:55Z,henwttch,"iOS 13.5.1 (iPhone11,8)",39381,US,108.204.107.107,unknown,FUBT,HAIM,Women In Music Pt. III,spotify:track:1jEOPu0DE6FXyFP40R4Zdt,,,,clickrow,endplay,False,,False,1594393695374,False
2021-09-19T18:59:16Z,henwttch,"iOS 14.7.1 (iPhone11,8)",146005,US,207.237.209.35,unknown,TALES OF DOMINICA,Lil Nas X,MONTERO,spotify:track:5S4PZ7AuYlYiVIVik3wHUf,,,,trackdone,trackdone,True,,False,1632077809937,False
2016-12-23T00:31:46Z,henwttch,"iOS 9.3.5 (iPhone8,1)",511,US,68.250.117.37,unknown,Mr. Watson,Cruel Youth,Mr. Watson,spotify:track:3ETC0ka4aP1MR0lChgbooy,,,,fwdbtn,fwdbtn,True,,False,0,False
2019-01-07T09:03:19Z,henwttch,"iOS 11.2.6 (iPhone9,1)",21610,US,24.15.102.177,unknown,I Feel It All,Feist,The Reminder,spotify:track:3ghgwo0BTPm329zGMQRfn7,,,,clickrow,endplay,False,,False,1546851777294,False
2017-06-08T19:50:45Z,henwttch,"iOS 9.3.5 (iPhone8,1)",469,US,24.1.237.116,unknown,Me Enamoré,Shakira,El Dorado,spotify:track:4qknM1pQz53QOyfDVTjcM9,,,,fwdbtn,fwdbtn,True,,False,0,False
2021-04-01T15:44:07Z,henwttch,"iOS 14.4 (iPhone11,8)",215066,US,108.204.107.107,unknown,Don't Make It Harder On Me,Chloe x Halle,Ungodly Hour,spotify:track:1osZ4ByxDPk5JbUqnyBJ1v,,,,trackdone,trackdone,True,,False,1617291631454,False
2020-09-09T16:47:36Z,henwttch,"iOS 13.6.1 (iPhone11,8)",215986,US,108.204.107.107,unknown,Chachachá,Jósean Log,Háblate de Mí,spotify:track:6aommJFM8i3iT4inKuDSXh,,,,trackdone,trackdone,True,,False,1599669839833,False
2020-05-30T20:51:15Z,henwttch,"iOS 13.4.1 (iPhone11,8)",221946,US,166.175.187.174,unknown,"Helter Skelter - From ""Across The Universe"" Soundtrack",Dana Fuchs,Across The Universe,spotify:track:4FwPNXIKN4czCTd1JFUifF,,,,trackdone,trackdone,True,,False,1590871652563,False
2021-03-05T01:07:05Z,henwttch,"iOS 14.4 (iPhone11,8)",1764,US,108.204.107.107,unknown,Waltz Berceuse,Sushi Tuesdays,Three Lullabies,spotify:track:0NCSnwsVxzA1DUcFoKMu99,,,,fwdbtn,endplay,True,,False,1614906422966,False
2019-02-17T01:29:42Z,henwttch,"iOS 12.1.2 (iPhone9,1)",18154,US,147.126.10.153,unknown,Avant Gardener,Courtney Barnett,The Double EP: A Sea of Split Peas,spotify:track:3LueS3mbuB1yaJNN0Ale6U,,,,clickrow,endplay,False,,False,1550365762973,False
2018-02-27T01:23:18Z,henwttch,"iOS 10.3.2 (iPhone8,1)",299613,US,99.203.15.196,unknown,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:22L7bfCiAkJo5xGSQgmiIO,,,,fwdbtn,trackdone,True,,False,1519694298745,False
2022-07-04T17:15:52Z,henwttch,"iOS 15.5 (iPhone11,8)",469,US,207.237.209.35,unknown,Grand Hotel,Regina Spektor,Remember Us to Life,spotify:track:2bv5aQIuutB88mNztwmtQs,,,,clickrow,endplay,False,,False,1656954951657,False
2016-12-16T14:49:27Z,henwttch,"iOS 9.3.5 (iPhone8,1)",195612,US,66.87.77.255,unknown,Chantaje,Shakira,Chantaje,spotify:track:1WniHvhq9zTkny0WvGXX8o,,,,clickrow,trackdone,False,,False,0,False
2018-09-09T03:56:08Z,henwttch,"iOS 11.2.6 (iPhone9,1)",309614,US,147.126.10.153,unknown,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,Random Access Memories,spotify:track:69kOkLUCkxIZYexIgSG8rq,,,,fwdbtn,fwdbtn,True,,False,1536465058242,False
2021-11-11T20:07:05Z,henwttch,"iOS 14.8.1 (iPhone11,8)",194973,US,207.237.209.35,unknown,Telepath,Conan Gray,Telepath,spotify:track:3Z39gbqdaGL3WJXBG0gcuE,,,,trackdone,trackdone,True,,False,1636661029441,False
2016-07-10T23:39:38Z,henwttch,"iOS 9.3.2 (iPhone8,1)",603,US,66.87.79.52,unknown,Super Rich Kids,Frank Ocean,channel ORANGE,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,,,,fwdbtn,fwdbtn,True,,False,0,False
2018-05-25T01:03:49Z,henwttch,"iOS 11.2.6 (iPhone9,1)",208390,US,99.203.143.165,unknown,cycles,Tove Lo,BLUE LIPS,spotify:track:5rUETOajWWAqpjamjDD4cT,,,,trackdone,trackdone,True,,False,1527210019409,False
2020-05-29T20:17:10Z,henwttch,"iOS 13.4.1 (iPhone11,8)",203807,US,108.204.107.107,unknown,Levitating,Dua Lipa,Future Nostalgia,spotify:track:39LLxExYz6ewLAcYrzQQyP,,,,trackdone,trackdone,False,,False,1590782403669,False
2020-02-28T07:27:25Z,henwttch,"iOS 13.3.1 (iPhone11,8)",2880,US,147.126.10.156,unknown,HARD,SOPHIE,HARD,spotify:track:5dZKynFbI4EqmaUKDFTEM2,,,,fwdbtn,fwdbtn,False,,False,1582874842516,False
2020-09-09T20:31:25Z,henwttch,"iOS 13.6.1 (iPhone11,8)",187969,US,108.204.107.107,unknown,Sudden Desire,Hayley Williams,Petals For Armor,spotify:track:1y2GDXFvtHPbCkHFYg49Gn,,,,trackdone,trackdone,False,,False,1599683297029,False
2016-04-20T16:05:32Z,henwttch,"iOS 9.3.1 (iPhone8,1)",258920,US,66.87.76.38,unknown,Glass & Patron,FKA twigs,M3LL155X,spotify:track:65fjGurFHOjy34CffnGzlA,,,,trackdone,trackdone,False,,False,0,False
2016-06-12T07:54:42Z,henwttch,"iOS 9.3.2 (iPhone8,1)",0,US,67.184.131.189,unknown,Jenifer Montgomery,Holly Brook,Dream Maker,spotify:track:3zN8Cprfx1JTlGqm3yLB66,,,,fwdbtn,fwdbtn,True,,False,0,False
2018-12-05T04:57:48Z,henwttch,"iOS 11.2.6 (iPhone9,1)",23350,US,147.126.10.153,unknown,Romeo,Chairlift,Moth,spotify:track:46PdEfi0Co5qUNXVFjC0sE,,,,trackdone,fwdbtn,True,,False,1543985843911,False
2021-06-20T22:06:14Z,henwttch,"iOS 14.4 (iPhone11,8)",137141,US,207.237.209.35,unknown,Me and My Husband,Mitski,Be the Cowboy,spotify:track:5ErtQGRKEibK2WHaA729O8,,,,trackdone,trackdone,True,,False,1624226635822,False
2020-01-31T04:54:26Z,henwttch,"iOS 13.3 (iPhone11,8)",197658,US,147.126.10.156,unknown,gec 2 Ü,100 gecs,1000 gecs,spotify:track:1mqWaIqQfQXc43YCoxQUWt,,,,trackdone,trackdone,False,,False,1580446266548,False
2021-03-07T21:02:14Z,henwttch,"iOS 14.4 (iPhone11,8)",247150,US,99.55.204.166,unknown,Mariners Apartment Complex,Lana Del Rey,Norman Fucking Rockwell!,spotify:track:6OG05bPAwUuV3OMvy2Vy1P,,,,trackdone,trackdone,True,,False,1615150685974,False
2020-09-08T03:42:01Z,henwttch,"iOS 13.6.1 (iPhone11,8)",158663,US,108.204.107.107,unknown,IPHONE,Rico Nasty,IPHONE,spotify:track:2dMvqE5MHPH7Ksd5pQqFmL,,,,clickrow,trackdone,False,,False,1599536363021,False
2015-07-22T20:18:37Z,henwttch,"iOS 8.4 (iPhone5,3)",1020,US,67.184.131.189,unknown,You Know You Like It,DJ Snake,You Know You Like It,spotify:track:57kR5SniQIbsbVoIjjOUDa,,,,appload,endplay,True,True,False,0,False
2021-06-13T20:16:10Z,henwttch,"iOS 14.4 (iPhone11,8)",263754,US,207.237.209.35,unknown,Like I Used To,Sharon Van Etten,Like I Used To,spotify:track:2TJDEIb71icDq3v0LXEGib,,,,trackdone,trackdone,True,,False,1623615105492,False
2019-02-04T08:19:47Z,henwttch,"iOS 12.1.2 (iPhone9,1)",138666,US,147.126.10.153,unknown,You're Going To Lose That Girl - Remastered 2009,The Beatles,Help!,spotify:track:70HNt0eoBVqr4ss68U8x3B,,,,trackdone,trackdone,True,,False,1549268248025,False
2016-09-29T04:41:09Z,henwttch,"iOS 9.3.5 (iPhone8,1)",197815,US,66.87.76.17,unknown,Cool Girl,Tove Lo,Cool Girl,spotify:track:6vJ0Fezf6Etha2C4H21FKO,,,,clickrow,trackdone,True,,False,0,False
2022-03-15T01:55:36Z,henwttch,"iOS 14.8.1 (iPhone11,8)",3405,US,207.237.209.35,unknown,,,,,,,,trackdone,endplay,True,,False,1647299819358,False
2022-01-18T01:18:53Z,henwttch,"iOS 14.8.1 (iPhone11,8)",201384,US,207.237.209.35,unknown,papi bones (feat. shygirl),FKA twigs,CAPRISONGS,spotify:track:5W2s4S60GoNsUthU51aUb8,,,,trackdone,unexpected-exit-while-paused,True,,False,1642462618461,False
2014-10-24T00:30:30Z,henwttch,"iOS 7.1.2 (iPhone4,1)",2721,US,166.175.187.56,unknown,No Love Allowed,Rihanna,Unapologetic,spotify:track:2q03jmzxgUJvghzGeafaWO,,,,fwdbtn,fwdbtn,True,True,False,0,False
2020-06-23T06:14:38Z,henwttch,"iOS 13.5.1 (iPhone11,8)",77005,US,108.204.107.107,unknown,Otherside,Perfume Genius,No Shape,spotify:track:7nycFVsC616uen7TOxhOQb,,,,trackdone,fwdbtn,False,,False,1592892799756,False
2020-08-21T04:17:24Z,henwttch,"iOS 13.6 (iPhone11,8)",160367,US,108.204.107.107,unknown,Lost In Yesterday,Tame Impala,The Slow Rush,spotify:track:5JWPUEov2wlX7c0jhYZpeB,,,,trackdone,endplay,False,,False,1597976123749,False
2019-06-29T03:05:51Z,henwttch,"iOS 12.3.1 (iPhone9,1)",218555,US,73.36.189.15,unknown,Normal Girl,SZA,Ctrl,spotify:track:5fQBa4wkmq28xpSLOQ202K,,,,trackdone,unexpected-exit-while-paused,True,,False,1561776846651,False
2022-02-11T23:43:26Z,henwttch,"iOS 14.8.1 (iPhone11,8)",4096,US,207.237.209.35,unknown,A Lot's Gonna Change,Weyes Blood,Titanic Rising,spotify:track:5qspeKX1xBacLJMm2t3Yc0,,,,fwdbtn,endplay,False,,False,1644623001595,False
2020-07-23T21:21:34Z,henwttch,"iOS 13.5.1 (iPhone11,8)",7569,US,108.204.107.107,unknown,Time (is),Solange,When I Get Home,spotify:track:6l82XaHZyodfRvNo85Pdqr,,,,clickrow,endplay,False,,False,1595539286805,False
2016-01-20T05:22:59Z,henwttch,"iOS 9.2 (iPhone8,1)",928,US,66.87.77.57,unknown,Amanaemonesia,Chairlift,Something,spotify:track:4EI01jKoCYK0tZqgAL2RpO,,,,fwdbtn,fwdbtn,True,True,False,0,False
2021-03-02T19:29:14Z,henwttch,"iOS 14.4 (iPhone11,8)",151720,US,166.175.190.29,unknown,Gimme What I Want,Miley Cyrus,Plastic Hearts,spotify:track:4v8jmsVox8VwU5js3JHOJZ,,,,trackdone,trackdone,False,,False,1614713201453,False
2018-12-06T00:19:07Z,henwttch,"iOS 11.2.6 (iPhone9,1)",696,US,147.126.10.153,unknown,Money Bag,Cardi B,Invasion of Privacy,spotify:track:1vBeIXlzbAieGoDqInav5j,,,,fwdbtn,backbtn,True,,False,1544055545230,False
2020-04-23T22:45:49Z,henwttch,"iOS 13.3.1 (iPhone11,8)",191845,US,99.55.204.166,unknown,The Apple,V V Brown,Samson & Delilah,spotify:track:3lbACcyksmS6zkefSxKyub,,,,trackdone,trackdone,True,,False,1587681753939,False
2018-05-25T08:15:59Z,henwttch,Windows 7 (6.1.7601; x64; SP1; S),194826,US,173.119.178.128,unknown,Dead,Madison Beer,Dead,spotify:track:5kApwSRDqF5CKclVLw1FBM,,,,trackdone,trackdone,False,,False,1527235980097,False
2017-08-30T20:45:35Z,henwttch,"iOS 10.3.2 (iPhone8,1)",189680,US,143.195.39.107,unknown,Ticket To Ride - Remastered 2009,The Beatles,Help!,spotify:track:7CZiDzGVjUssMSOXrDNYHL,,,,trackdone,trackdone,True,,False,0,False
2021-05-21T07:07:24Z,henwttch,"iOS 14.4 (iPhone11,8)",203464,US,207.237.209.35,unknown,Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,Lo Vas A Olvidar (with ROSALÍA),spotify:track:0psS4i5YooJrXfDnGvWRLi,,,,trackdone,trackdone,True,,False,1621580639954,False
2019-02-02T23:17:09Z,henwttch,"iOS 12.1.2 (iPhone9,1)",38737,US,147.126.10.156,unknown,I'll Be Back - Remastered 2009,The Beatles,A Hard Day's Night,spotify:track:3lSi6qfnp2YZazTzcOLBZk,,,,trackdone,fwdbtn,False,,False,1549149388887,False
2021-06-25T08:34:31Z,henwttch,"iOS 14.4 (iPhone11,8)",228866,US,207.237.209.35,unknown,Alone,Doja Cat,Planet Her,spotify:track:45Nc6nYgV3yBvAeRaZt689,,,,trackdone,trackdone,False,,False,1624609840054,False
2019-10-23T04:54:37Z,henwttch,"iOS 13.1.3 (iPhone11,8)",2943,US,147.126.10.153,unknown,February 2017 (feat. Clairo and Yaeji),Charli XCX,Charli,spotify:track:3fTEcn7Jt6Dq3NVVdNvl4w,,,,fwdbtn,fwdbtn,True,,False,1571806473946,False
2019-12-18T21:58:25Z,henwttch,"iOS 13.1.3 (iPhone11,8)",203826,US,166.170.222.133,unknown,Hit the Back,King Princess,Hit the Back,spotify:track:7ww6gTkfd21QU9CD8PG39m,,,,fwdbtn,trackdone,True,,False,1576706101611,False
2019-08-04T17:58:19Z,henwttch,"iOS 12.3.1 (iPhone9,1)",241920,US,99.203.15.66,unknown,Burning Down the House,Talking Heads,Burning Down the House / I Get Wild / Wild Gravity,spotify:track:2VNfJpwdEQBLyXajaa6LWT,,,,trackdone,trackdone,True,,False,1564941256650,False
2019-05-12T08:02:30Z,henwttch,"iOS 12.2 (iPhone9,1)",44864,US,73.36.189.15,unknown,Roman Reloaded,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:13LfHo9gqlczML1VJAlqPh,,,,clickrow,endplay,False,,False,1557648100501,False
2016-03-03T01:08:22Z,henwttch,"iOS 9.2.1 (iPhone8,1)",146333,US,66.87.79.25,unknown,In My Life - Remastered 2009,The Beatles,Rubber Soul,spotify:track:3KfbEIOC7YIv90FIfNSZpo,,,,trackdone,trackdone,True,False,False,0,False
2020-05-29T05:05:39Z,henwttch,"iOS 13.4.1 (iPhone11,8)",161733,US,108.204.107.107,unknown,Babylon,Lady Gaga,Chromatica,spotify:track:5DttNeiizFqWUON9hZBqTY,,,,trackdone,trackdone,False,,False,1590728576728,False
2022-06-17T02:21:48Z,henwttch,"iOS 15.5 (iPhone11,8)",344692,US,166.177.248.21,unknown,I Know The End,Phoebe Bridgers,Punisher,spotify:track:0pJW1Xw3aY4Eh6k5iuBkfI,,,,trackdone,trackdone,True,,True,1655420515415,False
2019-04-28T16:36:51Z,henwttch,"iOS 12.2 (iPhone9,1)",187992,US,147.126.10.153,unknown,Orange Trees,MARINA,LOVE,spotify:track:4KBUspPHyZPRGa4Zm4NwuG,,,,trackdone,trackdone,True,,False,1556469222762,False
2019-08-04T17:50:24Z,henwttch,"iOS 12.3.1 (iPhone9,1)",244080,US,99.203.15.66,unknown,La Bilirrubina,Juan Luis Guerra 4.40,Merengues Para Cantar 2,spotify:track:5Z5jFzBA4QjaTwla5PLGiJ,,,,fwdbtn,trackdone,True,,False,1564940780304,False
